tag,reference,condition,seed,delta,low,high
redundant23,base16,xy_fraction4,7,9.823967124278354e-05,-0.001063449150694082,0.0014423095428894687
redundant23,base16,xy_fraction4,17,0.0001549414680799277,-0.0007439838726983449,0.0012214587115613766
redundant23,base16,xy_fraction4,37,7.74133017116263e-05,-0.0016406637929301555,0.0015655186762591577
redundant23,base16,xy_fraction4,mean3,0.00011019814701144585,-0.0005969903949592755,0.0007339338536524043
redundant23,base16,kept_single,7,0.0016568985076379494,-0.0003167737455040065,0.004688349953473124
redundant23,base16,kept_single,17,-0.0006304919725828029,-0.0017236384091692924,0.0005578939177610917
redundant23,base16,kept_single,37,-0.0007739556943582304,-0.002807990739116262,0.0007788128947958798
redundant23,base16,kept_single,mean3,8.415028023230538e-05,-0.0008010737234267466,0.0012832322806403897
redundant23,base16,sparse_single,7,-0.0011335540531035582,-0.002888374146277492,0.000265897655103836
redundant23,base16,sparse_single,17,-0.0016111238721487897,-0.0033546713156196754,-0.0002970806535766687
redundant23,base16,sparse_single,37,-0.0011514845106603833,-0.002695987937889255,0.0004036922506366972
redundant23,base16,sparse_single,mean3,-0.0012987208119709104,-0.002229806679390753,-0.0004916413057850028
redundant23,base16,sparse_context,7,0.0001494063869258433,-0.0014688035240023323,0.0015912554195268561
redundant23,base16,sparse_context,17,-0.0014978142094831393,-0.0034540487204382047,-0.0003563857745277045
redundant23,base16,sparse_context,37,-1.0737528828630438e-05,-0.001656143033415508,0.0019192570763217863
redundant23,base16,sparse_context,mean3,-0.00045304845046197545,-0.0014894414685271305,0.00034445581547244995
redundant23,base16,composite,7,3.290662486332696e-05,-0.0010535516078691576,0.0011387328439442788
redundant23,base16,composite,17,-0.0006948636311863154,-0.0016742365670801395,0.00016633031731183828
redundant23,base16,composite,37,-0.0005777059321340205,-0.0020280934890842817,0.0008836667185864921
redundant23,base16,composite,mean3,-0.00041322097948566966,-0.0009308692193533205,-2.1681119960070182e-05
combined23,geometry19,clean,7,0.00299677334685855,0.000893172767726655,0.006072592848296642
combined23,geometry19,clean,17,0.0026764864248737252,-0.0003125277510758611,0.005998036263588262
combined23,geometry19,clean,37,0.0037094473735790334,0.0003087017677204679,0.007835099388699852
combined23,geometry19,clean,mean3,0.003127569048437103,0.0007811511875134736,0.006037496424247896
combined23,geometry19,uniform_half_0,7,0.002237025221893285,0.0003264480570262962,0.00491952202439167
combined23,geometry19,uniform_half_0,17,0.0018965286938350534,0.00014239207893438635,0.004171499733804493
combined23,geometry19,uniform_half_0,37,0.0023386212041817123,-0.002197135890522442,0.007066131600327117
combined23,geometry19,uniform_half_0,mean3,0.0021573917066366835,-5.994097596343413e-05,0.004758338810660647
combined23,geometry19,uniform_half_1,7,0.002981399041695143,0.0008258754318341028,0.005913976606121126
combined23,geometry19,uniform_half_1,17,0.0014970150574535879,-0.00024293664275975844,0.00358091111994117
combined23,geometry19,uniform_half_1,37,0.002251299988789479,-0.0021319518015371214,0.006989255443760444
combined23,geometry19,uniform_half_1,mean3,0.0022432380293127365,4.142234830578815e-05,0.004904441804716548
combined23,geometry19,uniform_half_2,7,0.0023266108532515872,-0.00021453494110022786,0.005816059030594676
combined23,geometry19,uniform_half_2,17,0.0014615612332236072,-0.0003929099557945375,0.003763100178302553
combined23,geometry19,uniform_half_2,37,0.002244459767910767,-0.0023803470278666557,0.007221991343077456
combined23,geometry19,uniform_half_2,mean3,0.0020108772847953205,-0.0004784220098949114,0.005013634322816741
combined23,geometry19,uniform_quarter_0,7,0.002112076556151532,0.0005159548652427154,0.0048280582319844365
combined23,geometry19,uniform_quarter_0,17,0.0008450468328220495,-0.0009370354587545704,0.003528420108503397
combined23,geometry19,uniform_quarter_0,37,0.0013649767584873462,-0.0032209047074260393,0.005717699089726083
combined23,geometry19,uniform_quarter_0,mean3,0.0014407000491536426,-0.0002821088724592487,0.003677319628780536
combined23,geometry19,uniform_quarter_1,7,0.0013475087589128742,-0.00018343089854925277,0.0034616479717243433
combined23,geometry19,uniform_quarter_1,17,0.0013037218216398472,-0.0005191322491995886,0.004263835397572021
combined23,geometry19,uniform_quarter_1,37,-5.4216490668723694e-05,-0.004936165100151851,0.003702048061490569
combined23,geometry19,uniform_quarter_1,mean3,0.0008656713632946659,-0.000563067236558735,0.002469009029039829
combined23,geometry19,uniform_quarter_2,7,0.0016411308978973027,-0.0003780469915970142,0.004331152077226778
combined23,geometry19,uniform_quarter_2,17,0.0009692384308356283,-0.0010276893465053893,0.0038990034133928484
combined23,geometry19,uniform_quarter_2,37,0.0005728917546687917,-0.0037256512168138884,0.004091170250104105
combined23,geometry19,uniform_quarter_2,mean3,0.0010610870278005742,-0.0006461531348431202,0.0030142878571493494
combined23,geometry19,central_half,7,0.006170305707976276,0.002811287098402379,0.012743926734375221
combined23,geometry19,central_half,17,0.0033211297178694643,0.001474846535369606,0.007056408732709443
combined23,geometry19,central_half,37,0.0004089029619872564,-0.0015593865934552976,0.002570913150420467
combined23,geometry19,central_half,mean3,0.003300112795944332,0.0014990269369385292,0.0067208486075338225
combined23,geometry19,xy_fraction6,7,0.0030108850615635507,0.0009304353866880444,0.006115126490005126
